Time (s),GPU Utilization (%),Memory Used (GB)
0.06889700889587402,0,7.080810546875
5.074657917022705,100,7.625732421875
10.079864740371704,97,7.628662109375
15.085802555084229,97,7.62298583984375
20.09158420562744,98,7.6348876953125
25.102295875549316,100,7.63372802734375
30.107611894607544,100,7.66253662109375
35.112852334976196,97,7.61663818359375
40.1188280582428,100,7.61663818359375
45.12461471557617,97,7.61663818359375
50.129931688308716,100,7.61663818359375
55.1355357170105,92,7.61663818359375
60.14132499694824,100,7.61663818359375
65.14739966392517,100,7.61663818359375
70.15264821052551,97,7.61663818359375
75.15871834754944,100,7.61663818359375
80.16461825370789,97,7.61663818359375
85.16955542564392,99,9.02679443359375
90.17267847061157,100,9.02679443359375
95.1779637336731,100,9.02288818359375
100.18167400360107,100,9.02288818359375
105.18755054473877,100,9.02288818359375
110.1931471824646,100,9.02288818359375
115.1986894607544,100,9.02288818359375
120.20163869857788,100,9.02288818359375
125.20682835578918,99,9.02288818359375
130.21258282661438,100,9.02288818359375
135.21858406066895,99,9.02288818359375
140.2246904373169,100,9.02288818359375
145.2305371761322,99,9.01507568359375
150.23664593696594,100,9.01507568359375
155.24188089370728,99,9.01226806640625
160.24765968322754,100,9.01226806640625
165.2572786808014,99,9.01226806640625
170.26302218437195,100,9.01226806640625
175.26907777786255,99,9.01226806640625
180.2748737335205,100,9.01226806640625
185.28061294555664,100,9.01226806640625
190.28668808937073,100,9.01226806640625
195.29247665405273,100,9.01226806640625
200.2985541820526,100,9.01226806640625
205.30380702018738,100,9.01226806640625
210.3096604347229,99,9.01226806640625
215.31486749649048,100,9.01226806640625
220.32088589668274,99,9.01226806640625
225.32718443870544,37,9.01617431640625
230.333242893219,97,9.01617431640625
235.3391237258911,92,9.01226806640625
240.34514832496643,92,9.01226806640625
245.3559169769287,100,9.01226806640625
250.36199831962585,100,9.01226806640625
255.3679714202881,97,9.01226806640625
260.37402963638306,97,9.01226806640625
265.3838574886322,100,9.01226806640625
270.3897089958191,100,9.01226806640625
275.3958034515381,100,9.01226806640625
280.4018313884735,100,9.01226806640625
285.4078848361969,97,9.01226806640625
290.41667890548706,97,9.01226806640625
295.42241621017456,97,9.01226806640625
300.4286091327667,97,9.01226806640625
305.4346523284912,97,9.01226806640625
310.44049310684204,100,9.02398681640625
315.44656467437744,100,9.01226806640625
320.45236229896545,99,9.01226806640625
